,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,Neighborhood,Condition1,BldgType,HouseStyle,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating_GasA,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,SaleType,SaleCondition,SalePrice,HouseAge,RemodelAge,GarageAge,OutdoorArea,TotalArea,TotalBathrooms,OverallScore,ExteriorScore,KitchenScore,LotFrontageRatio,BedroomRatio,HasGarage,HasFireplace,GarageScore,TotalPorchArea,DecadeBuilt
10,180351.13170731708,186581.87727272726,70.0,11200.0,163205.44937586685,176475.13129318855,136606.05454545454,180391.6176165803,181100.960554371,171701.8237410072,5,1965,1965,211886.06565656565,157514.8502994012,159788.83116883118,153548.4009009009,0.0,142847.1985915493,179981.34489795918,145839.28274428274,138004.29960317462,179473.92152917504,163078.9304229195,143533.4563106796,906.0,180954.4012605042,134.0,1040.0,1,208879.11190053285,1,181595.61040235526,1040.0,0.0,1040.0,1,0,1,0,3,1,138572.7704347826,5,179233.31502890174,0,141214.7731568998,130567.69078947368,1965,139109.56382978722,1,384.0,182840.3976023976,182824.1293188549,181552.99216454456,0.0,0.0,0.0,168001.2685185185,169846.30032292788,129500.0,43,43,43,0.0,2464.0,2.0,25,25709830917.412903,138572.7704347826,0.00625,0.6,1.0,0.0,70210712.67932068,0.0,152564.79545454544
11,231840.2894736842,189218.55922551252,85.0,11924.0,202476.10875331564,179619.6673306773,327862.5172413793,183108.3451143451,183215.04731182795,205816.31024096385,5,2005,2006,216283.6037735849,135064.5,140520.0,273237.41414141416,286.0,312547.625,182573.24458204335,222195.38356164383,323047.0625,181456.6616766467,164924.63710777627,231849.82686567164,998.0,182623.3105590062,177.0,1175.0,1,214428.42477876105,1,184637.5371819961,1182.0,1142.0,2324.0,1,0,3,0,4,1,328568.74025974027,11,182083.1247582205,2,232245.13553113554,253289.82352941178,2005,234133.68864468863,3,736.0,185342.89207920793,185399.1850393701,184424.91788856304,147.0,21.0,0.0,280637.8191489362,280637.8191489362,345000.0,1,0,1,168.0,4403.0,4.0,45,57062833982.661766,328568.74025974027,0.007128480375712848,0.36363636363636365,1.0,1.0,136412368.57029703,21.0,241180.76923076922
12,184542.8266033254,186487.34171428572,69.64470391993328,12968.0,202628.13888888888,176195.9910802775,135285.7962962963,180586.07395833332,181350.13383297645,175577.40535714285,6,1962,1962,210409.76923076922,158253.41379310345,162673.81,154227.5994020927,0.0,142607.9657142857,180408.88663967612,147645.2036659878,138407.84879032258,178833.80857427718,163227.12113055182,157848.95833333334,737.0,180767.4566353187,175.0,912.0,1,139245.04587155965,1,182855.23639960436,912.0,0.0,912.0,1,0,1,0,2,1,137829.42190305208,4,179417.96038647342,0,141457.3271719039,130494.3890784983,1962,138961.6551724138,1,352.0,183517.74474474473,183679.7400793651,181506.49709302327,140.0,0.0,0.0,169911.19131334024,172175.2729257642,144000.0,46,46,46,140.0,2316.0,2.0,30,25727744320.463387,137829.42190305208,0.00537050462059942,0.5,1.0,0.0,64598246.15015015,176.0,151412.61481481482
13,184542.8266033254,186487.34171428572,91.0,10652.0,197815.20218579235,176195.9910802775,200732.375,180586.07395833332,181350.13383297645,175577.40535714285,5,2006,2007,168565.13856812933,212808.1829573935,213207.11253196932,262743.0,306.0,227315.58967391305,180408.88663967612,221144.673553719,200197.4252631579,178833.80857427718,202039.33333333334,164336.6226993865,0.0,180767.4566353187,1494.0,1494.0,1,210189.34168157424,1,182855.23639960436,1494.0,0.0,1494.0,0,0,2,0,3,1,208817.12362030905,7,179417.96038647342,1,220400.37412587414,199984.02095808383,2006,202389.72727272726,3,840.0,183517.74474474473,183679.7400793651,181506.49709302327,160.0,33.0,0.0,267030.43333333335,263719.0,279500.0,1,0,1,193.0,4021.0,2.0,35,41009752448.91211,208817.12362030905,0.008542996620352985,0.42857142857142855,1.0,1.0,154154905.58558556,33.0,239912.19601328904
14,183683.23741007195,187454.12826333713,69.64470391993328,10920.0,200355.61559139786,177298.7721893491,143620.25294117647,180875.02087682672,180903.52580645162,174205.26573426573,5,1960,1960,211707.6807511737,149189.93922651935,149324.17514124294,199949.1036585366,212.0,141400.48057553958,180297.35699588477,146631.36652542374,138549.28942115768,179980.99899699097,164921.8512064343,148034.78260869565,733.0,180764.27979274612,520.0,1253.0,1,137154.55732484077,1,182982.32011892964,1253.0,0.0,1253.0,1,0,1,1,2,1,138250.20714285714,5,179131.57375478928,1,160454.34782608695,199104.21984732823,1960,200308.2469512195,1,352.0,183788.4348697395,183837.3174129353,182345.1261083744,0.0,213.0,176.0,169357.070030896,171699.16339869282,157000.0,48,48,48,213.0,3071.0,2.5,30,25494132925.717728,138250.20714285714,0.006377720139188029,0.4,1.0,1.0,64693529.0741483,389.0,150420.1796875
15,117503.33333333333,119668.72781065089,51.0,6120.0,162774.52192362092,177298.7721893491,126549.51923076923,180875.02087682672,180903.52580645162,108469.23076923077,8,1929,2001,168495.4235560589,138940.7142857143,139582.17532467534,152810.35661218426,0.0,141400.48057553958,180297.35699588477,124975.53389830509,138549.28942115768,179980.99899699097,164921.8512064343,168124.03746397694,0.0,180764.27979274612,832.0,832.0,1,209531.73483535528,1,120121.48101265823,854.0,0.0,854.0,0,0,1,0,2,1,138250.20714285714,5,179131.57375478928,0,141033.6074074074,131046.31907894737,1991,138552.94396551725,2,576.0,183788.4348697395,183837.3174129353,182345.1261083744,48.0,112.0,0.0,169357.070030896,171699.16339869282,132000.0,78,6,16,160.0,2422.0,1.0,56,25494132925.717728,138250.20714285714,0.008333333333333333,0.4,1.0,0.0,105862138.48496994,112.0,122660.50632911392
16,184542.8266033254,186487.34171428572,69.64470391993328,11241.0,197815.20218579235,176195.9910802775,144515.1546961326,180586.07395833332,181350.13383297645,175577.40535714285,7,1970,1970,168565.13856812933,141354.87096774194,144402.6821192053,198588.55855855855,180.0,142607.9657142857,180408.88663967612,147645.2036659878,138407.84879032258,178833.80857427718,163227.12113055182,157848.95833333334,578.0,180767.4566353187,426.0,1004.0,1,210189.34168157424,1,182855.23639960436,1004.0,0.0,1004.0,1,0,1,0,2,1,137829.42190305208,5,179417.96038647342,1,199190.8354978355,199984.02095808383,1970,230367.66015625,2,480.0,183517.74474474473,183679.7400793651,181506.49709302327,0.0,0.0,0.0,169911.19131334024,172175.2729257642,149000.0,40,40,40,0.0,2488.0,2.0,42,25727744320.463387,137829.42190305208,0.006195596825899233,0.4,1.0,1.0,88088517.47747748,0.0,149392.88732394367
17,129249.5945945946,187454.12826333713,72.0,10791.0,162774.52192362092,177298.7721893491,137628.64912280702,180875.02087682672,129249.5945945946,174205.26573426573,5,1967,1967,168495.4235560589,149189.93922651935,149324.17514124294,152810.35661218426,0.0,141400.48057553958,180297.35699588477,125010.04,106859.17857142857,106859.17857142857,106859.17857142857,106859.17857142857,0.0,106859.17857142857,0.0,0.0,1,137154.55732484077,1,182982.32011892964,1296.0,0.0,1296.0,0,0,2,0,2,2,138250.20714285714,6,179131.57375478928,0,141033.6074074074,137488.8260869565,1967,138552.94396551725,2,516.0,183788.4348697395,183837.3174129353,182345.1261083744,0.0,0.0,0.0,169357.070030896,171699.16339869282,90000.0,39,39,39,0.0,1812.0,2.0,20,25494132925.717728,276500.4142857143,0.006672226855713094,0.3333333333333333,1.0,0.0,94834832.39278558,0.0,150420.1796875
18,180351.13170731708,186581.87727272726,66.0,13695.0,163205.44937586685,176475.13129318855,183814.17777777778,172433.33333333334,181100.960554371,171701.8237410072,5,2004,2004,168847.41216216216,212316.2904040404,213058.82945736434,153548.4009009009,0.0,142847.1985915493,179981.34489795918,220832.42126789366,138004.29960317462,179473.92152917504,163078.9304229195,232667.3046357616,646.0,180954.4012605042,468.0,1114.0,1,208879.11190053285,1,181595.61040235526,1114.0,0.0,1114.0,1,0,1,1,3,1,207212.8132118451,6,179233.31502890174,0,141214.7731568998,130567.69078947368,2004,139109.56382978722,2,576.0,182840.3976023976,182824.1293188549,181552.99216454456,0.0,102.0,0.0,168001.2685185185,169846.30032292788,159000.0,4,4,4,102.0,2906.0,2.5,25,25709830917.412903,207212.8132118451,0.004819277108433735,0.5,1.0,0.0,105316069.01898101,102.0,242507.362369338
19,180351.13170731708,186581.87727272726,70.0,7560.0,163205.44937586685,176475.13129318855,144000.8494623656,180391.6176165803,181100.960554371,171701.8237410072,6,1958,1965,211886.06565656565,172193.24324324325,163453.98058252427,153548.4009009009,0.0,142847.1985915493,179981.34489795918,145839.28274428274,138004.29960317462,179473.92152917504,163078.9304229195,144993.5483870968,504.0,180954.4012605042,525.0,1029.0,1,137957.70347003156,1,181595.61040235526,1339.0,0.0,1339.0,0,0,1,0,3,1,138572.7704347826,6,139041.30434782608,0,141214.7731568998,197813.3990895296,1958,139109.56382978722,1,294.0,182840.3976023976,182824.1293188549,181552.99216454456,0.0,0.0,0.0,142426.7857142857,140757.66176470587,139000.0,51,44,51,0.0,2662.0,1.0,30,25709830917.412903,138572.7704347826,0.009259259259259259,0.5,1.0,0.0,53755076.89510489,0.0,138072.9044117647
20,226907.44545454546,186487.34171428572,101.0,14215.0,197815.20218579235,176195.9910802775,313686.4827586207,180586.07395833332,181350.13383297645,198683.2117647059,5,2005,2006,168565.13856812933,212808.1829573935,213207.11253196932,198588.55855855855,380.0,227315.58967391305,180408.88663967612,221144.673553719,314607.3294117647,178833.80857427718,202039.33333333334,164336.6226993865,0.0,180767.4566353187,1158.0,1158.0,1,210189.34168157424,1,182855.23639960436,1158.0,1218.0,2376.0,0,0,3,1,4,1,208817.12362030905,9,179417.96038647342,1,220400.37412587414,231698.6349206349,2005,202389.72727272726,3,853.0,183517.74474474473,183679.7400793651,181506.49709302327,240.0,154.0,0.0,267030.43333333335,263719.0,325300.0,1,0,1,394.0,4781.0,3.5,40,41009752448.91211,208817.12362030905,0.00710517059444249,0.4444444444444444,1.0,1.0,156540636.26726726,154.0,239912.19601328904
21,120440.0,123434.05454545455,57.0,7449.0,163446.12016574584,142096.2142857143,101273.33333333333,180547.00310237848,181172.9493534483,104444.44444444444,7,1930,1950,169200.16933638445,135916.70138888888,139473.60714285713,154851.22652757078,0.0,143700.55211267606,181010.90194075587,221534.43326488708,138746.25702811245,179594.289,163367.66666666666,168186.92523364487,0.0,181357.03958333333,637.0,637.0,1,208943.3315602837,1,112281.85,1108.0,0.0,1108.0,0,0,1,0,3,1,206967.4105504587,6,180509.29332042593,1,223607.68881118883,198523.3097744361,1930,140283.6553911205,1,280.0,183698.4262948207,183826.90198019802,113202.11940298507,0.0,0.0,205.0,168604.8875,170516.6917211329,139400.0,77,57,77,0.0,2025.0,1.0,49,26011366547.300083,206967.4105504587,0.0076520338300443014,0.5,1.0,1.0,51435559.3625498,205.0,145636.83720930232
22,180351.13170731708,186581.87727272726,75.0,9742.0,163205.44937586685,176475.13129318855,198145.13223140495,180391.6176165803,181100.960554371,171701.8237410072,5,2002,2002,211886.06565656565,212316.2904040404,213058.82945736434,198128.0,281.0,227223.675,179981.34489795918,220832.42126789366,198896.22826086957,179473.92152917504,163078.9304229195,168276.95718654434,0.0,180954.4012605042,1777.0,1777.0,1,208879.11190053285,1,181595.61040235526,1795.0,0.0,1795.0,0,0,2,0,3,1,207212.8132118451,7,179233.31502890174,1,219026.43402777778,197813.3990895296,2002,199567.96996996997,2,534.0,182840.3976023976,182824.1293188549,181552.99216454456,171.0,159.0,0.0,168001.2685185185,169846.30032292788,230000.0,6,6,6,330.0,4436.0,2.0,40,40896022619.156784,207212.8132118451,0.0076986245124204475,0.42857142857142855,1.0,1.0,97636772.31968032,159.0,242507.362369338
23,199852.48611111112,119668.72781065089,44.0,4224.0,162774.52192362092,177298.7721893491,93571.42857142857,180875.02087682672,182706.93406593407,174205.26573426573,7,1976,1976,168495.4235560589,219506.21276595743,223984.93617021278,152810.35661218426,0.0,141400.48057553958,180297.35699588477,220567.05432595575,199793.56050955414,179980.99899699097,164921.8512064343,233085.95,840.0,180764.27979274612,200.0,1040.0,1,137154.55732484077,1,182982.32011892964,1060.0,0.0,1060.0,1,0,1,0,3,1,138250.20714285714,6,179131.57375478928,1,198446.0720338983,199104.21984732823,1976,138552.94396551725,2,572.0,183788.4348697395,183837.3174129353,182345.1261083744,100.0,110.0,0.0,169357.070030896,171699.16339869282,129900.0,31,31,31,210.0,2882.0,2.0,35,25494132925.717728,138250.20714285714,0.010416666666666666,0.5,1.0,1.0,105126984.74549098,110.0,149769.74264705883
24,184542.8266033254,186487.34171428572,69.64470391993328,8246.0,197815.20218579235,176195.9910802775,135285.7962962963,180586.07395833332,181350.13383297645,175577.40535714285,8,1968,2001,168565.13856812933,170008.30263157896,162673.81,154227.5994020927,0.0,142607.9657142857,158972.33333333334,147645.2036659878,138407.84879032258,178833.80857427718,194805.0,147394.5090909091,188.0,225450.0,204.0,1060.0,1,210189.34168157424,1,182855.23639960436,1060.0,0.0,1060.0,1,0,1,0,3,1,208817.12362030905,6,179417.96038647342,1,199190.8354978355,199984.02095808383,1968,138961.6551724138,1,270.0,183517.74474474473,183679.7400793651,181506.49709302327,406.0,90.0,0.0,169911.19131334024,172175.2729257642,154000.0,42,9,42,496.0,2886.0,2.0,40,22670721061.52,208817.12362030905,0.00844587726411997,0.5,1.0,1.0,49549791.08108108,90.0,151412.61481481482
25,180351.13170731708,186581.87727272726,110.0,14230.0,163205.44937586685,176475.13129318855,315157.8793103448,180391.6176165803,181100.960554371,171701.8237410072,5,2007,2007,168847.41216216216,212316.2904040404,213058.82945736434,267018.8152173913,640.0,227223.675,179981.34489795918,220832.42126789366,198896.22826086957,179473.92152917504,163078.9304229195,168276.95718654434,0.0,180954.4012605042,1566.0,1566.0,1,208879.11190053285,1,181595.61040235526,1600.0,0.0,1600.0,0,0,2,0,3,1,207212.8132118451,7,179233.31502890174,1,219026.43402777778,197813.3990895296,2007,199567.96996996997,3,890.0,182840.3976023976,182824.1293188549,181552.99216454456,0.0,56.0,0.0,168001.2685185185,169846.30032292788,256300.0,2,2,2,56.0,4112.0,2.0,40,40896022619.156784,207212.8132118451,0.007730147575544624,0.42857142857142855,1.0,1.0,162727953.86613387,56.0,242507.362369338
26,180351.13170731708,186581.87727272726,60.0,7200.0,163205.44937586685,176475.13129318855,144000.8494623656,180391.6176165803,181100.960554371,171701.8237410072,7,1951,2000,168847.41216216216,146825.77160493826,148906.1320754717,153548.4009009009,0.0,142847.1985915493,179981.34489795918,145839.28274428274,138004.29960317462,179473.92152917504,188052.94186046513,148337.05217391305,234.0,152417.07317073172,180.0,900.0,1,137957.70347003156,1,181595.61040235526,900.0,0.0,900.0,0,1,1,0,3,1,207212.8132118451,5,179233.31502890174,0,141214.7731568998,130567.69078947368,2005,139109.56382978722,2,576.0,182840.3976023976,182824.1293188549,181552.99216454456,222.0,32.0,0.0,168001.2685185185,169846.30032292788,134800.0,59,10,5,254.0,2630.0,1.5,35,25709830917.412903,207212.8132118451,0.008333333333333333,0.6,1.0,0.0,105316069.01898101,32.0,138072.9044117647
27,180351.13170731708,186581.87727272726,98.0,11478.0,163205.44937586685,176475.13129318855,315157.8793103448,180391.6176165803,181100.960554371,171701.8237410072,5,2007,2008,168847.41216216216,212316.2904040404,213058.82945736434,267018.8152173913,200.0,227223.675,179981.34489795918,220832.42126789366,320505.28089887643,179473.92152917504,163078.9304229195,232667.3046357616,1218.0,180954.4012605042,486.0,1704.0,1,208879.11190053285,1,181595.61040235526,1704.0,0.0,1704.0,1,0,2,0,3,1,207212.8132118451,7,179233.31502890174,1,219026.43402777778,197813.3990895296,2008,199567.96996996997,3,772.0,182840.3976023976,182824.1293188549,181552.99216454456,0.0,50.0,0.0,168001.2685185185,169846.30032292788,306000.0,3,2,2,50.0,4230.0,3.0,40,40896022619.156784,207212.8132118451,0.008538072834988674,0.42857142857142855,1.0,1.0,141152786.94905093,50.0,242507.362369338
28,183683.23741007195,187454.12826333713,47.0,16321.0,200355.61559139786,177298.7721893491,143620.25294117647,180875.02087682672,180903.52580645162,174205.26573426573,6,1957,1997,168495.4235560589,149189.93922651935,149324.17514124294,152810.35661218426,0.0,141400.48057553958,180297.35699588477,146631.36652542374,138549.28942115768,179980.99899699097,245353.4642857143,148034.78260869565,1277.0,180764.27979274612,207.0,1484.0,1,137154.55732484077,1,182982.32011892964,1600.0,0.0,1600.0,1,0,1,0,2,1,138250.20714285714,6,179131.57375478928,2,222446.65853658537,199104.21984732823,1957,200308.2469512195,1,319.0,183788.4348697395,183837.3174129353,182345.1261083744,288.0,258.0,0.0,169357.070030896,171699.16339869282,207500.0,49,9,49,546.0,3949.0,2.0,30,25494132925.717728,138250.20714285714,0.0028797255070155017,0.3333333333333333,1.0,1.0,58628510.7234469,258.0,137711.3023255814
29,97287.08333333333,123434.05454545455,60.0,6324.0,202487.78151260506,177413.43873517786,121232.77777777778,143625.3,181172.9493534483,175402.9982078853,6,1927,1950,169200.16933638445,149435.41420118342,150211.35542168675,154851.22652757078,0.0,143700.55211267606,181010.90194075587,126847.02752293578,138746.25702811245,179594.289,163367.66666666666,168186.92523364487,0.0,181357.03958333333,520.0,520.0,1,123250.13157894737,0,182532.71540726203,520.0,0.0,520.0,0,0,1,0,1,1,104649.75862068965,4,180509.29332042593,0,141358.1062618596,131376.54362416107,1920,140283.6553911205,1,240.0,120223.2972972973,183826.90198019802,182820.0983284169,49.0,0.0,87.0,168604.8875,170516.6917211329,68500.0,81,58,88,49.0,1329.0,1.0,24,26011366547.300083,104649.75862068965,0.009487666034155597,0.25,1.0,0.0,28853591.35135135,87.0,120394.71428571429
